code_type,code,canonical_icao,name
ICAO,KMER,KMER,Castle Airport - Merced - United States
IATA,MER,KMER,Castle Airport - Merced - United States
ICAO,KMCC,KMCC,Mc Clellan Airfield - Sacramento - United States
IATA,MCC,KMCC,Mc Clellan Airfield - Sacramento - United States
ICAO,KGRR,KGRR,Gerald R. Ford International Airport - Grand Rapids - United States
IATA,GRR,KGRR,Gerald R. Ford International Airport - Grand Rapids - United States
ICAO,KINK,KINK,Winkler County Airport - Wink - United States
IATA,INK,KINK,Winkler County Airport - Wink - United States
ICAO,KFAT,KFAT,Fresno Yosemite International Airport - Fresno - United States
IATA,FAT,KFAT,Fresno Yosemite International Airport - Fresno - United States
ICAO,KVRB,KVRB,Vero Beach Regional Airport - Vero Beach - United States
IATA,VRB,KVRB,Vero Beach Regional Airport - Vero Beach - United States
ICAO,KIPL,KIPL,Imperial County Airport - Imperial - United States
IATA,IPL,KIPL,Imperial County Airport - Imperial - United States
ICAO,KBNA,KBNA,Nashville International Airport - Nashville - United States
IATA,BNA,KBNA,Nashville International Airport - Nashville - United States
ICAO,KLRD,KLRD,Laredo International Airport - Laredo - United States
IATA,LRD,KLRD,Laredo International Airport - Laredo - United States
ICAO,PAED,PAED,Elmendorf Air Force Base - Anchorage - United States
IATA,EDF,PAED,Elmendorf Air Force Base - Anchorage - United States
ICAO,PAOT,PAOT,Ralph Wien Memorial Airport - Kotzebue - United States
IATA,OTZ,PAOT,Ralph Wien Memorial Airport - Kotzebue - United States
ICAO,KAOO,KAOO,Altoona Blair County Airport - Altoona - United States
IATA,AOO,KAOO,Altoona Blair County Airport - Altoona - United States
ICAO,KDYS,KDYS,Dyess Air Force Base - Abilene - United States
IATA,DYS,KDYS,Dyess Air Force Base - Abilene - United States
ICAO,KELD,KELD,South Arkansas Regional At Goodwin Field - El Dorado - United States
IATA,ELD,KELD,South Arkansas Regional At Goodwin Field - El Dorado - United States
ICAO,KLGA,KLGA,La Guardia Airport - New York - United States
IATA,LGA,KLGA,La Guardia Airport - New York - United States
ICAO,KTLH,KTLH,Tallahassee Regional Airport - Tallahassee - United States
IATA,TLH,KTLH,Tallahassee Regional Airport - Tallahassee - United States
ICAO,KDPA,KDPA,Dupage Airport - West Chicago - United States
IATA,DPA,KDPA,Dupage Airport - West Chicago - United States
ICAO,KACT,KACT,Waco Regional Airport - Waco - United States
IATA,ACT,KACT,Waco Regional Airport - Waco - United States
ICAO,KAUG,KAUG,Augusta State Airport - Augusta - United States
IATA,AUG,KAUG,Augusta State Airport - Augusta - United States
ICAO,KINJ,KINJ,Hillsboro Municipal Airport - Hillsboro - United States
ICAO,KNIP,KNIP,Jacksonville Naval Air Station (Towers Field) - Jacksonville - United States
IATA,NIP,KNIP,Jacksonville Naval Air Station (Towers Field) - Jacksonville - United States
ICAO,KMKL,KMKL,McKellar-Sipes Regional Airport - Jackson - United States
IATA,MKL,KMKL,McKellar-Sipes Regional Airport - Jackson - United States
ICAO,PHMK,PHMK,Molokai Airport - Molokai - United States
IATA,MKK,PHMK,Molokai Airport - Molokai - United States
ICAO,KFTK,KFTK,Godman Army Air Field - Fort Knox - United States
IATA,FTK,KFTK,Godman Army Air Field - Fort Knox - United States
ICAO,KNCA,KNCA,New River MCAS /H/ /Mccutcheon Fld/ Airport - Jacksonville - United States
ICAO,KSJT,KSJT,San Angelo Regional Mathis Field - San Angelo - United States
IATA,SJT,KSJT,San Angelo Regional Mathis Field - San Angelo - United States
ICAO,KCXL,KCXL,Calexico International Airport - Calexico - United States
IATA,CXL,KCXL,Calexico International Airport - Calexico - United States
ICAO,KCIC,KCIC,Chico Municipal Airport - Chico - United States
IATA,CIC,KCIC,Chico Municipal Airport - Chico - United States
ICAO,KBTV,KBTV,Burlington International Airport - Burlington - United States
IATA,BTV,KBTV,Burlington International Airport - Burlington - United States
ICAO,KJAX,KJAX,Jacksonville International Airport - Jacksonville - United States
IATA,JAX,KJAX,Jacksonville International Airport - Jacksonville - United States
ICAO,KDRO,KDRO,Durango La Plata County Airport - Durango - United States
IATA,DRO,KDRO,Durango La Plata County Airport - Durango - United States
ICAO,KIAD,KIAD,Washington Dulles International Airport - Washington - United States
IATA,IAD,KIAD,Washington Dulles International Airport - Washington - United States
ICAO,KCLL,KCLL,Easterwood Field - College Station - United States
IATA,CLL,KCLL,Easterwood Field - College Station - United States
ICAO,KSFF,KSFF,Felts Field - Spokane - United States
IATA,SFF,KSFF,Felts Field - Spokane - United States
ICAO,KMKE,KMKE,General Mitchell International Airport - Milwaukee - United States
IATA,MKE,KMKE,General Mitchell International Airport - Milwaukee - United States
ICAO,KABI,KABI,Abilene Regional Airport - Abilene - United States
IATA,ABI,KABI,Abilene Regional Airport - Abilene - United States
ICAO,KCOU,KCOU,Columbia Regional Airport - Columbia - United States
IATA,COU,KCOU,Columbia Regional Airport - Columbia - United States
ICAO,KPDX,KPDX,Portland International Airport - Portland - United States
IATA,PDX,KPDX,Portland International Airport - Portland - United States
ICAO,KTNT,KTNT,Dade Collier Training and Transition Airport - Miami - United States
IATA,TNT,KTNT,Dade Collier Training and Transition Airport - Miami - United States
ICAO,KPBI,KPBI,Palm Beach International Airport - West Palm Beach - United States
IATA,PBI,KPBI,Palm Beach International Airport - West Palm Beach - United States
ICAO,KFTW,KFTW,Fort Worth Meacham International Airport - Fort Worth - United States
IATA,FTW,KFTW,Fort Worth Meacham International Airport - Fort Worth - United States
ICAO,KOGS,KOGS,Ogdensburg International Airport - Ogdensburg - United States
IATA,OGS,KOGS,Ogdensburg International Airport - Ogdensburg - United States
ICAO,KFMH,KFMH,Cape Cod Coast Guard Air Station - Falmouth - United States
IATA,FMH,KFMH,Cape Cod Coast Guard Air Station - Falmouth - United States
ICAO,KBFI,KBFI,Boeing Field King County International Airport - Seattle - United States
IATA,BFI,KBFI,Boeing Field King County International Airport - Seattle - United States
ICAO,KSKF,KSKF,Lackland Air Force Base - San Antonio - United States
IATA,SKF,KSKF,Lackland Air Force Base - San Antonio - United States
ICAO,PHNL,PHNL,Daniel K Inouye International Airport - Honolulu - United States
IATA,HNL,PHNL,Daniel K Inouye International Airport - Honolulu - United States
ICAO,KDSM,KDSM,Des Moines International Airport - Des Moines - United States
IATA,DSM,KDSM,Des Moines International Airport - Des Moines - United States
ICAO,KEWN,KEWN,Coastal Carolina Regional Airport - New Bern - United States
IATA,EWN,KEWN,Coastal Carolina Regional Airport - New Bern - United States
ICAO,KSAN,KSAN,San Diego International Airport - San Diego - United States
IATA,SAN,KSAN,San Diego International Airport - San Diego - United States
ICAO,KMLU,KMLU,Monroe Regional Airport - Monroe - United States
IATA,MLU,KMLU,Monroe Regional Airport - Monroe - United States
ICAO,KSSC,KSSC,Shaw Air Force Base - Sumter - United States
IATA,SSC,KSSC,Shaw Air Force Base - Sumter - United States
ICAO,KONT,KONT,Ontario International Airport - Ontario - United States
IATA,ONT,KONT,Ontario International Airport - Ontario - United States
ICAO,KGVT,KGVT,Majors Airport - Greenvile - United States
IATA,GVT,KGVT,Majors Airport - Greenvile - United States
ICAO,KROW,KROW,Roswell International Air Center Airport - Roswell - United States
IATA,ROW,KROW,Roswell International Air Center Airport - Roswell - United States
ICAO,KDET,KDET,Coleman A. Young Municipal Airport - Detroit - United States
IATA,DET,KDET,Coleman A. Young Municipal Airport - Detroit - United States
ICAO,KBRO,KBRO,Brownsville South Padre Island International Airport - Brownsville - United States
IATA,BRO,KBRO,Brownsville South Padre Island International Airport - Brownsville - United States
ICAO,KDHN,KDHN,Dothan Regional Airport - Dothan - United States
IATA,DHN,KDHN,Dothan Regional Airport - Dothan - United States
ICAO,KWWD,KWWD,Cape May County Airport - Wildwood - United States
IATA,WWD,KWWD,Cape May County Airport - Wildwood - United States
ICAO,KNFL,KNFL,Fallon Naval Air Station - Fallon - United States
IATA,NFL,KNFL,Fallon Naval Air Station - Fallon - United States
ICAO,KMTC,KMTC,Selfridge Air National Guard Base Airport - Mount Clemens - United States
IATA,MTC,KMTC,Selfridge Air National Guard Base Airport - Mount Clemens - United States
ICAO,KFMN,KFMN,Four Corners Regional Airport - Farmington - United States
IATA,FMN,KFMN,Four Corners Regional Airport - Farmington - United States
ICAO,KCRP,KCRP,Corpus Christi International Airport - Corpus Christi - United States
IATA,CRP,KCRP,Corpus Christi International Airport - Corpus Christi - United States
ICAO,KSYR,KSYR,Syracuse Hancock International Airport - Syracuse - United States
IATA,SYR,KSYR,Syracuse Hancock International Airport - Syracuse - United States
ICAO,KNQX,KNQX,Naval Air Station Key West/Boca Chica Field - Key West - United States
IATA,NQX,KNQX,Naval Air Station Key West/Boca Chica Field - Key West - United States
ICAO,KMDW,KMDW,Chicago Midway International Airport - Chicago - United States
IATA,MDW,KMDW,Chicago Midway International Airport - Chicago - United States
ICAO,KSJC,KSJC,Norman Y. Mineta San Jose International Airport - San Jose - United States
IATA,SJC,KSJC,Norman Y. Mineta San Jose International Airport - San Jose - United States
ICAO,KHOB,KHOB,Lea County Regional Airport - Hobbs - United States
IATA,HOB,KHOB,Lea County Regional Airport - Hobbs - United States
ICAO,KPNE,KPNE,Northeast Philadelphia Airport - Philadelphia - United States
IATA,PNE,KPNE,Northeast Philadelphia Airport - Philadelphia - United States
ICAO,KDEN,KDEN,Denver International Airport - Denver - United States
IATA,DEN,KDEN,Denver International Airport - Denver - United States
ICAO,KPHL,KPHL,Philadelphia International Airport - Philadelphia - United States
IATA,PHL,KPHL,Philadelphia International Airport - Philadelphia - United States
ICAO,KSUX,KSUX,Sioux Gateway Col. Bud Day Field - Sioux City - United States
IATA,SUX,KSUX,Sioux Gateway Col. Bud Day Field - Sioux City - United States
ICAO,KMCN,KMCN,Middle Georgia Regional Airport - Macon - United States
IATA,MCN,KMCN,Middle Georgia Regional Airport - Macon - United States
ICAO,KTCS,KTCS,Truth Or Consequences Municipal Airport - Truth Or Consequences - United States
IATA,TCS,KTCS,Truth Or Consequences Municipal Airport - Truth Or Consequences - United States
ICAO,KPMD,KPMD,Palmdale Regional/USAF Plant 42 Airport - Palmdale - United States
IATA,PMD,KPMD,Palmdale Regional/USAF Plant 42 Airport - Palmdale - United States
ICAO,KRND,KRND,Randolph Air Force Base - San Antonio - United States
IATA,RND,KRND,Randolph Air Force Base - San Antonio - United States
ICAO,KNJK,KNJK,El Centro NAF Airport (Vraciu Field) - El Centro - United States
IATA,NJK,KNJK,El Centro NAF Airport (Vraciu Field) - El Centro - United States
ICAO,KCMH,KCMH,John Glenn Columbus International Airport - Columbus - United States
IATA,CMH,KCMH,John Glenn Columbus International Airport - Columbus - United States
ICAO,KFYV,KFYV,Drake Field - Fayetteville - United States
IATA,FYV,KFYV,Drake Field - Fayetteville - United States
ICAO,KFSI,KFSI,Henry Post Army Air Field (Fort Sill) - Fort Sill - United States
IATA,FSI,KFSI,Henry Post Army Air Field (Fort Sill) - Fort Sill - United States
ICAO,KPNM,KPNM,Princeton Municipal Airport - Princeton - United States
ICAO,KFFO,KFFO,Wright-Patterson Air Force Base - Dayton - United States
IATA,FFO,KFFO,Wright-Patterson Air Force Base - Dayton - United States
ICAO,PAGA,PAGA,Edward G. Pitka Sr Airport - Galena - United States
IATA,GAL,PAGA,Edward G. Pitka Sr Airport - Galena - United States
ICAO,KCHD,KCHD,Chandler Municipal Airport - Chandler - United States
ICAO,KMWL,KMWL,Mineral Wells Airport - Mineral Wells - United States
IATA,MWL,KMWL,Mineral Wells Airport - Mineral Wells - United States
ICAO,KIAB,KIAB,Mc Connell Air Force Base - Wichita - United States
IATA,IAB,KIAB,Mc Connell Air Force Base - Wichita - United States
ICAO,KNBG,KNBG,New Orleans NAS JRB/Alvin Callender Field - New Orleans - United States
IATA,NBG,KNBG,New Orleans NAS JRB/Alvin Callender Field - New Orleans - United States
ICAO,KARW,KARW,Beaufort County Airport - Beaufort - United States
IATA,BFT,KARW,Beaufort County Airport - Beaufort - United States
ICAO,KTXK,KTXK,Texarkana Regional Webb Field - Texarkana - United States
IATA,TXK,KTXK,Texarkana Regional Webb Field - Texarkana - United States
ICAO,KPBG,KPBG,Plattsburgh International Airport - Plattsburgh - United States
IATA,PBG,KPBG,Plattsburgh International Airport - Plattsburgh - United States
ICAO,KAPG,KAPG,Phillips Army Air Field - Aberdeen - United States
IATA,APG,KAPG,Phillips Army Air Field - Aberdeen - United States
ICAO,KTCC,KTCC,Tucumcari Municipal Airport - Tucumcari - United States
IATA,TCC,KTCC,Tucumcari Municipal Airport - Tucumcari - United States
ICAO,PANC,PANC,Ted Stevens Anchorage International Airport - Anchorage - United States
IATA,ANC,PANC,Ted Stevens Anchorage International Airport - Anchorage - United States
ICAO,KGRK,KGRK,Robert Gray  Army Air Field Airport - Killeen - United States
IATA,GRK,KGRK,Robert Gray  Army Air Field Airport - Killeen - United States
ICAO,KZUN,KZUN,Black Rock Airport - Zuni Pueblo - United States
ICAO,KBLI,KBLI,Bellingham International Airport - Bellingham - United States
IATA,BLI,KBLI,Bellingham International Airport - Bellingham - United States
ICAO,KNQA,KNQA,Millington-Memphis Airport - Millington - United States
IATA,NQA,KNQA,Millington-Memphis Airport - Millington - United States
ICAO,KEKN,KEKN,Elkins-Randolph Co-Jennings Randolph Field - Elkins - United States
IATA,EKN,KEKN,Elkins-Randolph Co-Jennings Randolph Field - Elkins - United States
ICAO,KHFD,KHFD,Hartford Brainard Airport - Hartford - United States
IATA,HFD,KHFD,Hartford Brainard Airport - Hartford - United States
ICAO,KSFZ,KSFZ,North Central State Airport - Smithfield - United States
IATA,SFZ,KSFZ,North Central State Airport - Smithfield - United States
ICAO,KMOB,KMOB,Mobile Regional Airport - Mobile - United States
IATA,MOB,KMOB,Mobile Regional Airport - Mobile - United States
ICAO,KNUQ,KNUQ,Moffett Federal Airfield - Mountain View - United States
IATA,NUQ,KNUQ,Moffett Federal Airfield - Mountain View - United States
ICAO,KSAF,KSAF,Santa Fe Municipal Airport - Santa Fe - United States
IATA,SAF,KSAF,Santa Fe Municipal Airport - Santa Fe - United States
ICAO,PHBK,PHBK,Barking Sands Airport - Barking Sands - United States
IATA,BKH,PHBK,Barking Sands Airport - Barking Sands - United States
ICAO,KDRI,KDRI,Beauregard Regional Airport - Deridder - United States
IATA,DRI,KDRI,Beauregard Regional Airport - Deridder - United States
ICAO,PHSF,PHSF,Bradshaw Army Airfield - Bradshaw Field - United States
IATA,BSF,PHSF,Bradshaw Army Airfield - Bradshaw Field - United States
ICAO,KOLS,KOLS,Nogales International Airport - Nogales - United States
IATA,OLS,KOLS,Nogales International Airport - Nogales - United States
ICAO,KMCF,KMCF,Mac Dill Air Force Base - Tampa - United States
IATA,MCF,KMCF,Mac Dill Air Force Base - Tampa - United States
ICAO,KBLV,KBLV,Scott AFB/Midamerica Airport - Belleville - United States
IATA,BLV,KBLV,Scott AFB/Midamerica Airport - Belleville - United States
ICAO,KOPF,KOPF,Opa-locka Executive Airport - Miami - United States
IATA,OPF,KOPF,Opa-locka Executive Airport - Miami - United States
ICAO,KDRT,KDRT,Del Rio International Airport - Del Rio - United States
IATA,DRT,KDRT,Del Rio International Airport - Del Rio - United States
ICAO,KRSW,KRSW,Southwest Florida International Airport - Fort Myers - United States
IATA,RSW,KRSW,Southwest Florida International Airport - Fort Myers - United States
ICAO,PAKN,PAKN,King Salmon Airport - King Salmon - United States
IATA,AKN,PAKN,King Salmon Airport - King Salmon - United States
ICAO,KMUI,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport - Muir - United States
IATA,MUI,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport - Muir - United States
ICAO,PHJH,PHJH,Kapalua Airport - Lahania-kapalua - United States
IATA,JHM,PHJH,Kapalua Airport - Lahania-kapalua - United States
ICAO,KJFK,KJFK,John F Kennedy International Airport - New York - United States
IATA,JFK,KJFK,John F Kennedy International Airport - New York - United States
ICAO,KHST,KHST,Homestead ARB Airport - Homestead - United States
IATA,HST,KHST,Homestead ARB Airport - Homestead - United States
ICAO,KRAL,KRAL,Riverside Municipal Airport - Riverside - United States
IATA,RAL,KRAL,Riverside Municipal Airport - Riverside - United States
ICAO,KFLV,KFLV,Sherman Army Air Field - Fort Leavenworth - United States
IATA,FLV,KFLV,Sherman Army Air Field - Fort Leavenworth - United States
ICAO,KWAL,KWAL,Wallops Flight Facility Airport - Wallops Island - United States
IATA,WAL,KWAL,Wallops Flight Facility Airport - Wallops Island - United States
ICAO,KHMN,KHMN,Holloman Air Force Base - Alamogordo - United States
IATA,HMN,KHMN,Holloman Air Force Base - Alamogordo - United States
ICAO,KNXX,KNXX,Willow Grove Naval Air Station/Joint Reserve Base - Willow Grove - United States
IATA,NXX,KNXX,Willow Grove Naval Air Station/Joint Reserve Base - Willow Grove - United States
ICAO,KCYS,KCYS,Cheyenne Regional Jerry Olson Field - Cheyenne - United States
IATA,CYS,KCYS,Cheyenne Regional Jerry Olson Field - Cheyenne - United States
ICAO,KSCK,KSCK,Stockton Metropolitan Airport - Stockton - United States
IATA,SCK,KSCK,Stockton Metropolitan Airport - Stockton - United States
ICAO,KCHS,KCHS,Charleston Air Force Base-International Airport - Charleston - United States
IATA,CHS,KCHS,Charleston Air Force Base-International Airport - Charleston - United States
ICAO,KRNO,KRNO,Reno Tahoe International Airport - Reno - United States
IATA,RNO,KRNO,Reno Tahoe International Airport - Reno - United States
ICAO,PAKT,PAKT,Ketchikan International Airport - Ketchikan - United States
IATA,KTN,PAKT,Ketchikan International Airport - Ketchikan - United States
ICAO,KYIP,KYIP,Willow Run Airport - Detroit - United States
IATA,YIP,KYIP,Willow Run Airport - Detroit - United States
ICAO,KVBG,KVBG,Vandenberg Air Force Base - Lompoc - United States
IATA,VBG,KVBG,Vandenberg Air Force Base - Lompoc - United States
ICAO,KBHM,KBHM,Birmingham-Shuttlesworth International Airport - Birmingham - United States
IATA,BHM,KBHM,Birmingham-Shuttlesworth International Airport - Birmingham - United States
ICAO,KNEL,KNEL,Lakehurst Maxfield Field Airport - Lakehurst - United States
IATA,NEL,KNEL,Lakehurst Maxfield Field Airport - Lakehurst - United States
ICAO,PASY,PASY,Eareckson Air Station - Shemya - United States
IATA,SYA,PASY,Eareckson Air Station - Shemya - United States
ICAO,KLSV,KLSV,Nellis Air Force Base - Las Vegas - United States
IATA,LSV,KLSV,Nellis Air Force Base - Las Vegas - United States
ICAO,KRIV,KRIV,March ARB Airport - Riverside - United States
IATA,RIV,KRIV,March ARB Airport - Riverside - United States
ICAO,KMOD,KMOD,Modesto City Co-Harry Sham Field - Modesto - United States
IATA,MOD,KMOD,Modesto City Co-Harry Sham Field - Modesto - United States
ICAO,KSMF,KSMF,Sacramento International Airport - Sacramento - United States
IATA,SMF,KSMF,Sacramento International Airport - Sacramento - United States
ICAO,KUGN,KUGN,Waukegan National Airport - Chicago - United States
IATA,UGN,KUGN,Waukegan National Airport - Chicago - United States
ICAO,KCOS,KCOS,City of Colorado Springs Municipal Airport - Colorado Springs - United States
IATA,COS,KCOS,City of Colorado Springs Municipal Airport - Colorado Springs - United States
ICAO,KBUF,KBUF,Buffalo Niagara International Airport - Buffalo - United States
IATA,BUF,KBUF,Buffalo Niagara International Airport - Buffalo - United States
ICAO,KSKY,KSKY,Griffing Sandusky Airport - Sandusky - United States
IATA,SKY,KSKY,Griffing Sandusky Airport - Sandusky - United States
ICAO,KPAE,KPAE,Snohomish County (Paine Field) Airport - Everett - United States
IATA,PAE,KPAE,Snohomish County (Paine Field) Airport - Everett - United States
ICAO,KMUO,KMUO,Mountain Home Air Force Base - Mountain Home - United States
IATA,MUO,KMUO,Mountain Home Air Force Base - Mountain Home - United States
ICAO,KCDC,KCDC,Cedar City Regional Airport - Cedar City - United States
IATA,CDC,KCDC,Cedar City Regional Airport - Cedar City - United States
ICAO,KBDL,KBDL,Bradley International Airport - Windsor Locks - United States
IATA,BDL,KBDL,Bradley International Airport - Windsor Locks - United States
ICAO,KMFE,KMFE,Mc Allen Miller International Airport - Mcallen - United States
IATA,MFE,KMFE,Mc Allen Miller International Airport - Mcallen - United States
ICAO,KNGU,KNGU,Norfolk Naval Station (Chambers Field) - Norfolk - United States
IATA,NGU,KNGU,Norfolk Naval Station (Chambers Field) - Norfolk - United States
ICAO,KCEF,KCEF,Westover ARB/Metropolitan Airport - Chicopee Falls - United States
IATA,CEF,KCEF,Westover ARB/Metropolitan Airport - Chicopee Falls - United States
ICAO,KLBB,KLBB,Lubbock Preston Smith International Airport - Lubbock - United States
IATA,LBB,KLBB,Lubbock Preston Smith International Airport - Lubbock - United States
ICAO,KORD,KORD,Chicago O'Hare International Airport - Chicago - United States
IATA,ORD,KORD,Chicago O'Hare International Airport - Chicago - United States
ICAO,KBCT,KBCT,Boca Raton Airport - Boca Raton - United States
IATA,BCT,KBCT,Boca Raton Airport - Boca Raton - United States
ICAO,PAFA,PAFA,Fairbanks International Airport - Fairbanks - United States
IATA,FAI,PAFA,Fairbanks International Airport - Fairbanks - United States
ICAO,KNYG,KNYG,Quantico MCAF /Turner field - Quantico - United States
ICAO,KCVS,KCVS,Cannon Air Force Base - Clovis - United States
IATA,CVS,KCVS,Cannon Air Force Base - Clovis - United States
ICAO,PHNG,PHNG,Kaneohe Bay MCAS (Marion E. Carl Field) Airport - Kaneohe Bay - United States
IATA,NGF,PHNG,Kaneohe Bay MCAS (Marion E. Carl Field) Airport - Kaneohe Bay - United States
ICAO,KOFF,KOFF,Offutt Air Force Base - Omaha - United States
IATA,OFF,KOFF,Offutt Air Force Base - Omaha - United States
ICAO,PAGK,PAGK,Gulkana Airport - Gulkana - United States
IATA,GKN,PAGK,Gulkana Airport - Gulkana - United States
ICAO,KART,KART,Watertown International Airport - Watertown - United States
IATA,ART,KART,Watertown International Airport - Watertown - United States
ICAO,KPSP,KPSP,Palm Springs International Airport - Palm Springs - United States
IATA,PSP,KPSP,Palm Springs International Airport - Palm Springs - United States
ICAO,KAMA,KAMA,Rick Husband Amarillo International Airport - Amarillo - United States
IATA,AMA,KAMA,Rick Husband Amarillo International Airport - Amarillo - United States
ICAO,KFOD,KFOD,Fort Dodge Regional Airport - Fort Dodge - United States
IATA,FOD,KFOD,Fort Dodge Regional Airport - Fort Dodge - United States
ICAO,KBAD,KBAD,Barksdale Air Force Base - Shreveport - United States
IATA,BAD,KBAD,Barksdale Air Force Base - Shreveport - United States
ICAO,KFOE,KFOE,Topeka Regional Airport - Forbes Field - Topeka - United States
IATA,FOE,KFOE,Topeka Regional Airport - Forbes Field - Topeka - United States
ICAO,KCOT,KCOT,Cotulla-La Salle County Airport - Cotulla - United States
IATA,COT,KCOT,Cotulla-La Salle County Airport - Cotulla - United States
ICAO,KILM,KILM,Wilmington International Airport - Wilmington - United States
IATA,ILM,KILM,Wilmington International Airport - Wilmington - United States
ICAO,KBTR,KBTR,Baton Rouge Metropolitan Airport - Baton Rouge - United States
IATA,BTR,KBTR,Baton Rouge Metropolitan Airport - Baton Rouge - United States
ICAO,KNMM,KNMM,Meridian Naval Air Station - Meridian - United States
ICAO,KTYR,KTYR,Tyler Pounds Regional Airport - Tyler - United States
IATA,TYR,KTYR,Tyler Pounds Regional Airport - Tyler - United States
ICAO,KBWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport - Baltimore - United States
IATA,BWI,KBWI,Baltimore/Washington International Thurgood Marshall Airport - Baltimore - United States
ICAO,KHBR,KHBR,Hobart Regional Airport - Hobart - United States
IATA,HBR,KHBR,Hobart Regional Airport - Hobart - United States
ICAO,PHNY,PHNY,Lanai Airport - Lanai - United States
IATA,LNY,PHNY,Lanai Airport - Lanai - United States
ICAO,KAEX,KAEX,Alexandria International Airport - Alexandria - United States
IATA,AEX,KAEX,Alexandria International Airport - Alexandria - United States
ICAO,KWSD,KWSD,Condron Army Air Field - White Sands - United States
IATA,WSD,KWSD,Condron Army Air Field - White Sands - United States
ICAO,PACD,PACD,Cold Bay Airport - Cold Bay - United States
IATA,CDB,PACD,Cold Bay Airport - Cold Bay - United States
ICAO,KTUL,KTUL,Tulsa International Airport - Tulsa - United States
IATA,TUL,KTUL,Tulsa International Airport - Tulsa - United States
ICAO,PASI,PASI,Sitka Rocky Gutierrez Airport - Sitka - United States
IATA,SIT,PASI,Sitka Rocky Gutierrez Airport - Sitka - United States
ICAO,KISP,KISP,Long Island Mac Arthur Airport - Islip - United States
IATA,ISP,KISP,Long Island Mac Arthur Airport - Islip - United States
ICAO,KMSP,KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport - Minneapolis - United States
IATA,MSP,KMSP,Minneapolis-St Paul International/Wold-Chamberlain Airport - Minneapolis - United States
ICAO,KILG,KILG,New Castle Airport - Wilmington - United States
IATA,ILG,KILG,New Castle Airport - Wilmington - United States
ICAO,PADU,PADU,Unalaska Airport - Unalaska - United States
IATA,DUT,PADU,Unalaska Airport - Unalaska - United States
ICAO,KMSY,KMSY,Louis Armstrong New Orleans International Airport - New Orleans - United States
IATA,MSY,KMSY,Louis Armstrong New Orleans International Airport - New Orleans - United States
ICAO,KPWM,KPWM,Portland International Jetport Airport - Portland - United States
IATA,PWM,KPWM,Portland International Jetport Airport - Portland - United States
ICAO,KOKC,KOKC,Will Rogers World Airport - Oklahoma City - United States
IATA,OKC,KOKC,Will Rogers World Airport - Oklahoma City - United States
ICAO,KALB,KALB,Albany International Airport - Albany - United States
IATA,ALB,KALB,Albany International Airport - Albany - United States
ICAO,PAVD,PAVD,Valdez Pioneer Field - Valdez - United States
IATA,VDZ,PAVD,Valdez Pioneer Field - Valdez - United States
ICAO,KLFI,KLFI,Langley Air Force Base - Hampton - United States
IATA,LFI,KLFI,Langley Air Force Base - Hampton - United States
ICAO,KSNA,KSNA,John Wayne Airport-Orange County Airport - Santa Ana - United States
IATA,SNA,KSNA,John Wayne Airport-Orange County Airport - Santa Ana - United States
ICAO,KCBM,KCBM,Columbus Air Force Base - Colombus - United States
IATA,CBM,KCBM,Columbus Air Force Base - Colombus - United States
ICAO,KTMB,KTMB,Kendall-Tamiami Executive Airport - Kendall-tamiami - United States
IATA,TMB,KTMB,Kendall-Tamiami Executive Airport - Kendall-tamiami - United States
ICAO,KNTU,KNTU,Oceana Naval Air Station - Oceana - United States
IATA,NTU,KNTU,Oceana Naval Air Station - Oceana - United States
ICAO,KGUS,KGUS,Grissom Air Reserve Base - Peru - United States
IATA,GUS,KGUS,Grissom Air Reserve Base - Peru - United States
ICAO,KCPR,KCPR,Casper-Natrona County International Airport - Casper - United States
IATA,CPR,KCPR,Casper-Natrona County International Airport - Casper - United States
ICAO,KVPS,KVPS,Destin-Ft Walton Beach Airport - Valparaiso - United States
IATA,VPS,KVPS,Destin-Ft Walton Beach Airport - Valparaiso - United States
ICAO,KSEM,KSEM,Craig Field - Selma - United States
IATA,SEM,KSEM,Craig Field - Selma - United States
ICAO,KEYW,KEYW,Key West International Airport - Key West - United States
IATA,EYW,KEYW,Key West International Airport - Key West - United States
ICAO,KCLT,KCLT,Charlotte Douglas International Airport - Charlotte - United States
IATA,CLT,KCLT,Charlotte Douglas International Airport - Charlotte - United States
ICAO,KLAS,KLAS,McCarran International Airport - Las Vegas - United States
IATA,LAS,KLAS,McCarran International Airport - Las Vegas - United States
ICAO,KMCO,KMCO,Orlando International Airport - Orlando - United States
IATA,MCO,KMCO,Orlando International Airport - Orlando - United States
ICAO,KFLO,KFLO,Florence Regional Airport - Florence - United States
IATA,FLO,KFLO,Florence Regional Airport - Florence - United States
ICAO,KGTF,KGTF,Great Falls International Airport - Great Falls - United States
IATA,GTF,KGTF,Great Falls International Airport - Great Falls - United States
ICAO,KYNG,KYNG,Youngstown Warren Regional Airport - Youngstown - United States
IATA,YNG,KYNG,Youngstown Warren Regional Airport - Youngstown - United States
ICAO,PAFB,PAFB,Ladd AAF Airfield - Fort Wainwright - United States
IATA,FBK,PAFB,Ladd AAF Airfield - Fort Wainwright - United States
